"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC008371",0.00423007752616652,3.82245172390001,0.0772173285458786,0.938483315371964,0.951680243097387,-7.60336725370195
"TC015893",0.0261506838460265,6.53099523929167,0.839734888750284,0.401481369923336,0.470517724599721,-7.60394195117745
"TC016165",0.0238291455396127,4.63069149835429,0.558740254367636,0.576603473741054,0.639296228527298,-7.60607173274869
"TC015234",-0.0428795787420096,4.48405087164094,-0.522824851724237,0.601341001715385,0.662048939984231,-7.60622385140022
"TC003805",-0.0184684005008235,4.18751661383963,-0.371141078900029,0.710698666286125,0.761268703912106,-7.60628293256571
"TC000375",-0.0168125291284796,5.24570584235785,-0.722786104043235,0.470168609183646,0.538594174869081,-7.60735542853105
"TC009638",0.0167902380400778,4.25920875790492,0.405912674530976,0.684990365638911,0.738195881287643,-7.60764679990474
"TC000590",0.0181922200492265,7.02754366734363,0.830360250319531,0.406754134166092,0.475863613538202,-7.60797956305859
"TC014835",-0.0311523150588117,4.0443182647834,-0.278944718089368,0.780409192521491,0.820898585512824,-7.60910499870296
"TC010799",-0.0229493831959515,6.35001250748433,-0.833338712458822,0.40507442275976,0.474137658476321,-7.60965448168446
"TC001472",0.00218356312981606,3.85930992315107,0.0471253866040115,0.962433188779512,0.971223637713396,-7.60977606448442
"TC004743",-0.0246925590869476,6.03011767505559,-0.813377062118291,0.416411233358446,0.485369771906288,-7.609784534711
"TC011842",-0.0163473369293056,6.72263573625692,-0.834392680813704,0.404481032444358,0.47371050021661,-7.61032028141096
"TC006047",-0.0249733543608195,5.97130436972487,-0.81115682569955,0.417683675019183,0.486805816147878,-7.61047312520837
"TC010001",0.0189010012946109,6.72152098488705,0.833879447143708,0.404769920799767,0.473910573224926,-7.61057951664033
"TC007768",0.018236090395301,5.34486403444066,0.731143144044169,0.465053835129789,0.53375043709788,-7.61174043854749
"TC005424",0.00960663072648472,4.21656493218659,0.370860714992347,0.710907348396303,0.761356798286943,-7.61219913004973
"TC005628",-0.0206648538259604,7.13985730086707,-0.820843649229358,0.412148917751698,0.481100069446903,-7.61275299510424
"TC010824",-0.0206280809790766,5.41431577424074,-0.741753600689355,0.458604854873914,0.52750508760712,-7.61311589102651
"TC011540",-0.0303824448312314,5.42349060142409,-0.745741968636312,0.456193814032406,0.525283688917895,-7.61414257185193
"TC010117",-0.0955422661901622,4.59027713438971,-0.531883368647787,0.595056549541803,0.656732590371328,-7.61441598442225
"TC010704",-0.0033945354227707,3.9093471640107,-0.102221540929097,0.918624159790367,0.936272068073408,-7.61448100073906
"TC015072",-0.0207916251421653,4.45563136348431,-0.474988909208343,0.63501416899194,0.693459887302315,-7.61478700276832
"TC002068",-0.0171538381008187,4.20623037926391,-0.37222487939832,0.709892170238687,0.760540112639846,-7.61535788558212
"TC009259",-0.0164118853793641,4.75196470086847,-0.581580093834449,0.561126665958418,0.62518719938359,-7.61596969897741
"TC008875",-0.0274869477176753,8.66586143662476,-0.741477753861282,0.458771873850525,0.527596416804991,-7.61630242613585
"TC004532",-0.00418753537499338,3.88717591828011,-0.0886378162296115,0.929407277371119,0.944624174308413,-7.61657911521803
"TC009650",-0.0025734854836986,3.91120223016914,-0.0727884527318465,0.942005235439432,0.954608637697499,-7.61660081406444
"TC009916",-0.0154740031060396,5.4128461841267,-0.740821849490018,0.459169146339042,0.527902055308934,-7.61689861503949
